id,client_name,client_address,billing_to,service_type,bill_description,ticket_id,created_date,emailed,comments,invoice_no,invoice_date
104,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"2 New Laptops

Serial Number:-
9CPCST2
3MWS7S2

OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#16831,2024-07-12,Yes,,,
105,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"3 Wireless New Devices + 1 New Base( Existing Exts 103; 104; 105)
All New Devices.
3 Yealink Wireless Phone W56
SN#- 8301523032519184
SN#- 8301523032520712
SN#- 8301523072500153
1 Yealink Base W70B:
SN#- 802017F072500695",#14866,2024-07-11,Yes,,,
106,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop + New RDP + New Email + New DUO

User: dig\damanjeet
Serial Number: 8T8NFH2
OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#15038,2024-07-05,Yes,,,
107,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\karman",#15117,2024-07-04,Yes,,,
108,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\geetika",#15038,2024-06-27,Yes,,,
109,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop 

User: dig\geetika
Serial Number: CYLKHR2
OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#15038,2024-06-27,Yes,,,
110,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"1 VGA to display converter + New 3 CPUs.Dell OptiPlex
Serial Numbers:
702HZV2
CMV9ZV2
4T2WDW2

1 TB SSD + 500GB 
System Manufacturer Dell Inc.
System Model OptiPlex 7060
Processor Intel(R) Core(TM) i7-8700 CPU @ 3.20GHz, 3192 Mhz, 6 Core(s), 12 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#14992,2024-06-26,Yes,,,
111,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop 

User: dig\kuljit 
Serial Number: 3MTRHM2
OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#14970,2024-06-24,Yes,,,
112,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop + New RDP + New Email + New DUO

User: dig\kuldeep ( Reference Rupinderpal Bhuttar)
Serial Number: CD1CHR2
OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#14883,2024-06-24,Yes,,,
113,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop + New RDP + New Email + New DUO

User: dig\Urvashi ( Reference Jasmeet Singh)

Serial Number: BR5XPQ2
OS Name Microsoft Windows 10 Pro
System Model Latitude 7480
System Manufacturer Dell Inc.
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#14911,2024-06-24,Yes,,,
114,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\sanjeev",#14926,2024-06-24,Yes,,,
115,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\kuljit",#14792,2024-06-19,Yes,,,
116,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"2 New Workstations + 1 HDMI to Display converter.

Details:- 

S/N# 7TW9FB2
S/N# 98K9RD2

Installed Physical Memory (RAM) 32.0 GB
SSD - HDD 2 TB
System Manufacturer Dell Inc.
System Model Precision Tower 5810
Processor Intel(R) Xeon(R) CPU E5-1620 v3 @ 3.50GHz, 3501 Mhz, 4 Core(s), 8 Logical Processor(s)",#14822,2024-06-19,Yes,,,
117,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,IT Services,"1 New SIP - T53 Yealink (Ext. 102)
? S/N# 201086F121004247 - MAC# 249AD898583D",#14787,2024-06-18,Yes,,,
118,Roadies Logistics and Shunt Services,"1106 Cardiff Blvd, Mississauga, ON L5S 1P3",,IT Services,"1 New SIP - T53 Yealink (Ext. 103)
? S/N# 201086F121002954 - MAC# 249AD8985847",#14786,2024-06-18,Yes,,,
119,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New User - Balvinder,#14642,2024-06-13,Yes,,,
120,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New User - Arun (India),#14646,2024-06-13,Yes,,,
121,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New User - Jagdev (India),#14586,2024-06-13,Yes,,,
122,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New Email - SUSTANA Email Account Created,#14580,2024-06-12,Yes,,,
123,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,New user + Email setup (Jamie Fraresso),#14555,2024-06-11,Yes,,,
124,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New User Lakhvir Kaur,#14556,2024-06-10,Yes,,,
125,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New User Balvinder Singh,#14557,2024-06-10,Yes,,,
126,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New User Kevin Becker,#14440,2024-06-06,Yes,,,
127,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"Additional cables and connectors used>
• 1 DVI cable + 1 VGA cable + 1 HDMI cable
• 1 dvi to Display Converter 
• 1 USB cable for Printer
• 1 HDMI to Display Converter",#14294,2024-06-05,Yes,,,
128,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"1 New Monitor/ LCD - 21.5
DELL - P2219H
S/N: CN-0V7JP5-QDC00-83-5L0U-A03",#14294,2024-06-05,Yes,,,
129,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New CPU 2 Quantity details:
HDD 256 GB NvMe + 500 GB 
SerialNumber MXL746213P 
SerialNumber 2UA7391WB4
System Model HP EliteDesk 800 G3 SFF
Processor Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz, 3408 Mhz, 4 Core(s), 8 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB",#14294,2024-06-05,Yes,,,
130,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New Business Number = 12892012645
New Extension = 201",#14294,2024-06-05,Yes,,,
131,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New Yealink T53 - 1 Quantity
Serial # 201086F121002329",#14294,2024-06-05,Yes,,,
132,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,IT Services,"3 New T54W Units + 3 New Extensions ( 109, 110, 111)
SERIAL NUMBER MAC
301081G011202884 249AD8A524C8
201081F051207090 249AD8800E3B
201081F051208231 249AD88026A9",#14101,2024-06-05,,,,
133,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\shruti",#14272,2024-05-31,Yes,,,
134,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\saurav",#14209,2024-05-29,Yes,,,
135,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"2 New RDP + DUO + QB
gracious\karanvir
gracious\vani",#14195,2024-05-27,Yes,,,
136,Hi-End Diesel Truck Repair Inc.,"1123 Lorimar Dr, Mississauga, ON L5S 1M5",,IT Services,"Time 1 hr. (12:25pm - 1:05pm)
Onsite Printer Install
HP OfficeJet 8710.
Credit Card information provided to Rajkaran for Billing.",#14143,2024-05-27,Yes,,,
137,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New Laptop = 5 Quantity
- SerialNumber 2TTWPQ2
- SerialNumber G8LSNN2
- SerialNumber D3Q26M2
- SerialNumber 7YNT7S2
- SerialNumber DHHTRQ2

Specifications:-
System Manufacturer Dell Inc.
System Model Latitude 7480
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
Installed Physical Memory (RAM) 16.0 GB
OS Name Microsoft Windows 10 Pro
HDD 256 GB SSD",#13738,2024-05-16,Yes,,,
138,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\gurmeet",#13748,2024-05-15,Yes,,,
139,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\muqadas",#13776,2024-05-15,Yes,,,
140,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\ditiya",#13842,2024-05-15,Yes,,,
141,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\harmanjeet",#13744,2024-05-15,Yes,,,
142,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\lovedeep",#13829,2024-05-15,Yes,,,
143,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"Office 365 License on Preeti Sidhu personal Laptop
Credit Card info provided to Rajkaran already.",#13839,2024-05-13,Yes,,,
144,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"12:45pm - 1:15pm - 30 minutes Onsite
VOIP base units relocation to reception area.",#13785,2024-05-10,Yes,,,
145,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,IT Services,"Time 1 hour: 11:30am - 12:30 pm- 1st Sun Pac Survey
Went to Clark Office and brought 2 VOIPs
to be setup in Sun Pac.",#13524,2024-05-10,Yes,,,
146,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"2 Dell Laptop Details:- Latitude 7480
Serial Number F30MJM2
Serial Number 296H3M2
Installed Physical Memory (RAM) 16.0 GB
HDD 256 SSD
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)",#13021,2024-05-06,Yes,,,
147,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite Visit 1.5 Hours
New Hardware Used
#13567 HDMI to Display Converter = 1 Qty

Multiple tickets closed
#13715 Re-organised cables at Sales Counter
#13714 2 Wireless Base shifted to Server Room.
#13567 2 CPUs not displaying anything.",#13567,2024-05-06,Yes,,,
148,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO
gracious\kruti",#13659,2024-05-03,Yes,,,
149,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO + QB
gracious\arpan",#13611,2024-05-03,Yes,,,
150,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New VOIP Extension 204
New 1 IP DECT Phone W56H Cordless
S/N# 8301523042505549",#13229,2024-05-03,Yes,,,
151,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,Onsite 5:30pm - 6:30pm 1 Exisiting Workstation Setup (Arpan),#13587,2024-05-02,Yes,,,
152,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New user + New Email - Matt,#12726,2024-05-02,Yes,,,
153,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO + QB
gracious\asim",#13542,2024-04-30,Yes,,,
154,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"2 New Devices + 1 New Extension 129 + 1 Exisitng Extension 102 Used
Travel 2 hrs Onsite 1 hr. - Other tickets resolved.(13543, 13520,13237,13555)
New Devices:- 
1 Yealink T54W
1 Yealink T53",#13185,2024-04-30,Yes,,,
155,Ontario Transway,"2020 Clark Blvd. Unit # 1B
Brampton ON, L6T 5R4",,IT Services,New Spiral Phone Cord - Yealink,#13451,2024-04-29,Yes,,,
156,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO + QB
gracious\samriti",#13454,2024-04-26,Yes,,,
157,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO + QB
gracious\balraj",#13428,2024-04-24,Yes,,,
158,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New RDP + DUO + QB
gracious\aditya",#13429,2024-04-24,Yes,,,
159,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\simran",#13202,2024-04-23,Yes,,,
160,GT Bolton Inc.,"12155 Coleraine Dr, Bolton, ON L7E 3A9",,IT Services,New RDP + DUO gtbolton\accounts2,#13298,2024-04-23,Yes,,,
161,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"New VOIP Extension 203
New 1 IP DECT Phone W56H Cordless
S/N# 8301523032514342",#13229,2024-04-22,Yes,,,
162,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite = 3 Hours (2:30 pm - 5:30 pm) 
Location 106 SummerLea

- (#13386)
2 New Workstations setup done, 2 LCD were brought by the client.
2 HDMI to Display Converters Installed.
2 x CPU Details:
System Model HP EliteDesk 800 G3 SFF
Processor Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz Processor(s)
Installed Physical Memory (RAM) 16.0 GB
HDD : 256 GB SSD + 500 GB..
Serial Number= 2UA7391WBM
Serial Number= 2UA7391WBX

-(#13403)
HP - Local Printer Install.

-(#13381)
2 New VOIP Extensions = 111 & 112
2 New Hardware = Yealink T54W Installed.",Multiple Tickets,2024-04-22,Yes,,,
163,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite = 1 Hour (9:40 am - 10:40 am) - With Frank (#13318)
Took all the measurements of Pancake Moulding and Frank made a note of that.",#13318,2024-04-19,Yes,,,
164,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite 2 Visits = 1.5 Hours
12:15pm - 1:00pm (#13300)
Location 106 SummerLea
Went onsite to set up 2nd workstation for Sahil.
Managed to get CPU and Monitor but no keyboard, no mouse, no display cable onsite to be installed.
Onsite Visit April 18,2024 5:30pm - 6:00pm (#13300)
Brought from TechOffice - Keyboard, VGA cable and mouse installed for Sahil.",#13300,2024-04-18,Yes,,,
165,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite 1.5 Hour. 9:30am - 11:00am 
Location 106 SummerLea
Anjali Kamboj PC move from warehouse office to 1st floor in Accounts office.
PC move from Sales Desk to Warehouse Office.",#13302,2024-04-17,Yes,,,
166,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite 9:00AM - 1:00PM = 4 Hours
Location 106 SummerLea
Anjali Rana - MAC Setup + Printer Install. (#13216)
Anjali Kamboj - Office License Install (#13209)
Jimmy Wokstation setup - incomplete due to missing hardwares. (#13215)
Workstation swap from Sales desk to Warehouse Cabin. (#13208)
Varinder Rana Workstation Setup (#13217)
Sahil Workstation setup + RDP + QB File linking - Sahil (#13183)",Multiple Tickets,2024-04-16,Yes,,,
167,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite 1 Hour. 5:40PM - 6:45PM 
Location 106 SummerLea
Jimmy Wokstation setup(#13215)",#13215,2024-04-16,Yes,,,
168,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"4 Dell Laptop Details:- Latitude 7480
Serial Number 40VNJM2
Serial Number 81NJHM2
Serial Number B2WJPQ2
Serial Number GXR4QQZ
Installed Physical Memory (RAM) 16.0 GB
HDD 256 SSD
Processor Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz, 2 Core(s), 4 Logical Processor(s)
System Model Latitude 7480",#13021,2024-04-15,Yes,,,
169,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New 2 RDP + 2 DUO + 2 Email
Username: dig\lovepreet & dig\jasmeen",#13105,2024-04-15,Yes,,,
170,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,Office License - Jagruti,#13183,2024-04-15,Yes,,,
171,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite time = 5 hrs - 6:00pm - 11:00pm Brought New Router from Oshawa - Configured MicroTik Router & Installed.
Installed 2 Workstations 4 Phones, 2 Wireless Base + 4 Cordless
2 Network Printers configured and installed for all PCs in Reception.
All RDPs on 7 Workstations setup completed
1 Workstation + Printer setup done for Jagruti.",#13224,2024-04-14,Yes,,,
172,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"2:00pm - 10:00pm (#13223) (#13220)
Onsite Hours 8hrs.
Location 106 SummerLea
2 - Cisco Catalyst 2960 X Series Installed.
40 - Cat 6 Cable 6 Inches Patch Cables
Installed 5 workstations and 1 network printer.
Retrieved missing accessories and 2 additional workstations from the warehouse.",#13223,2024-04-13,Yes,,,
173,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite Hours 3 Hours - 5:30 pm - 8:30pm
Location 106 SummerLea
Conducted a site survey regarding Rogers fiber circuit.
Reviewed client's email regarding required equipment and internet speed + With client 
as he was on phone for the Rogers Support to discuss further.
Set up 2 workstations - Devon Road:
1 workstation relocated from warehouse to showroom.
1 workstation relocated from Anjali Desk on the 1st floor to the sales counter desk.",#13222,2024-04-12,Yes,,,
174,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onroad 1 hr.
Went to RTC to purchase the Patch Panel 6 Cables.",#13379,2024-04-12,Yes,,,
175,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\arshdeep",#13071,2024-04-11,Yes,,,
176,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"Onsite Survey:- 1 Hour
Speed was very slow 20Mbps download and 0.5mbps upload. That was only active internet available.",#13221,2024-04-11,Yes,,,
177,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"2 New Extensions has been created .
• x 127 for Ritika
• x 128 for Harry",#13074,2024-04-10,Yes,,,
178,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New 1 CPU + 2 LCD + 1HDMI cable + HDMI to Display converter.

CPU :-
HP EliteDesk 800 G3 SFF
(RAM) 16.0 GB
i7-6700 CPU @ 3.40GHz, 3408 Mhz, 4 Core(s), 8 Logical Processor(s)
256GB(SSD) + 500GB
SerialNumber: 2UA7262VCM

2 Dell LCD 23 Model = Dell p2319h
1HDMI cable 
1 HDMI to Display converter installed",#13048,2024-04-10,Yes,,,
179,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New User joined Nirav - support/setup #13048,#13079,2024-04-10,Yes,,,
180,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New 1 Display Port cable installed. Lavjeet Singh Desk - DUAL screen,#13075,2024-04-10,Yes,,,
181,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\kdhawan",#12878,2024-04-08,Yes,,,
182,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\bsidhu",#12939,2024-04-08,Yes,,,
183,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\harsimrat",#12972,2024-04-08,Yes,,,
184,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New user - Ritika (Safety Department) - New email created,#13029,2024-04-08,Yes,,,
185,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,New user - Lavjeet Singh (Safety Department),#13028,2024-04-08,Yes,,,
186,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,"Location - 1075 LORIMAR DRIVE
Virus Infected PC - HIGH Severity
SerialNumber : 2UA7391WC2
Complete clean up.",#12513,2024-03-20,Yes,,,
187,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\ksharma",#11955,2024-03-05,Yes,,,
188,Gracious Hardwood Flooring Inc.,"72 Devon Rd, Brampton, ON L6T 5B4",,IT Services,"2 Black Cartridges
PRINTER DETAILS: Toshiba E-STUDIO3505AC
Location: Warehouse",#11238,2024-02-29,Yes,,,
189,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"New Hardware Installed:-
1 - Cisco Catalyst 2960-X Series Switch
24 - Cat5E Cables Orange 7 Feet (Patch panel to switch)",#11956,2024-02-28,Yes,,,
190,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,"Location - 1075 LORIMAR DRIVE
Onsite visit for MS - Office Support.
Time = 1.5 hrs.
Customer Sign off sheet collected.",#11846,2024-02-22,Yes,,,
191,MSS MACHINING & FABRICATION,"286 Rutherford Rd S #4,
Brampton, ON L6W 3K7
905-230-0700",,IT Services,"Location - 1075 LORIMAR DRIVE
New Install - 1 CPU + 2 LCD Dell 27 S2721H + 1 HDMI to Display Converter 
Onsite Time - 1 Hour.
CPU Details:-
System Model HP EliteDesk 800 G1 SFF
Processor Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz, 3601 Mhz, 4 Core(s), 8 Logical Processor(s)
SerialNumber : 2UA7391WC2
Installed Physical Memory (RAM) 16.0 GB
HDD : 256 GB SSD + 500 GB.",#11838,2024-02-21,Yes,,,
192,Qliq Inc.,"130 Matheson Blvd E #1, Mississauga, ON L4Z 1V4",,IT Services,New UPS Installed - EATON,#11818,2024-02-16,Yes,,,
193,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"Adobe DC Pro installed 
User:- Baljeet
System Name SIMRAN-PC
System Manufacturer LENOVO
System Model 2756BW3
SerialNumber - MJWCZKH",#11603,2024-02-09,Yes,,,
194,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,"Office 365 License installed 
User:- Bhavdeep PC",#11612,2024-02-09,Yes,,,
195,CIC Toronto,"155-2960 Drew Road,
Malton, Mississauga,ON L4T 0A5",,IT Services,"Office 365 License installed 
User:- Baljeet
System Name SIMRAN-PC
System Manufacturer LENOVO
System Model 2756BW3
SerialNumber - MJWCZKH",#11582,2024-02-08,Yes,,,
196,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\hmahmood",#11383,2024-02-07,Yes,,,
197,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"User: Jasmeet Singh
Laptop:-Dell Latitude 7480
SerialNumber : 4JGWPQ2
OS Name Microsoft Windows 10 Pro
Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
256 GB -SSD + (RAM) 16.0 GB",#11512,2024-02-06,Yes,,,
198,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,Onsite Visit - Windows Install - Viren PC,#11492,2024-02-02,Yes,,,
199,MetroX,"13959 Airport Road, Caledon Ontario, L7C 2X6",,IT Services,Office 365 License Installed - India PC,#11497,2024-02-01,Yes,,,
200,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"User: Hamza Mahmood
Laptop:-Dell Latitude 7480
SerialNumber : 73X1QQ2
OS Name Microsoft Windows 10 Pro
Intel(R) Core(TM) i5-6300U CPU @ 2.40GHz, 2496 Mhz
256 GB -SSD + (RAM) 16.0 GB",#11253,2024-01-30,Yes,,,
201,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\manpreet",#11345,2024-01-30,Yes,,,
202,Diamond Insurance Group,"60 Lacoste Blvd Unit 209-210 Brampton
ON L6P 4B5",,IT Services,"New RDP + DUO + Email
Username: dig\jasmeet",#11191,2024-01-23,Yes,,,
203,Arthur Transport Company Inc.,"1750 Steeles Avenue East, Brampton ON L6T 1A4",,IT Services,2 Power Adapters of Phones + 1 Mini Switch (4port) Installed.onsite.,#11031,2024-01-17,Yes,,,
204,Haulage North America,"473032 Dufferin County Rd 11 , Orangeville ON L9W 2Y9",,IT Services,"5 NEW VOIP DEVICES + 5 Power Adapters installed and setup Onsite.
S/N Hardware 
301086F051004310 Yealink SIP -T53
301086F051006381 Yealink SIP -T53
301086F051006364 Yealink SIP -T53
301086F051005264 Yealink SIP -T53
301086F051006785 Yealink SIP -T53",#10591,2024-01-17,Yes,,,
